lat,lng,total,white,black,native,asian,pi,other,multiple,hispanic
47.65695,-122.3936851,12,11,0,0,1,0,0,0,0
47.6568532,-122.3951696,53,39,0,0,7,0,1,1,5
47.6550102,-122.3951062,56,43,0,0,6,0,0,4,3
47.6536185,-122.394892,20,20,0,0,0,0,0,0,0
47.6536188,-122.3935547,29,24,0,0,1,0,0,1,3
47.6533044,-122.3922386,145,109,3,0,10,1,0,6,16
47.6536102,-122.3909325,95,77,1,2,7,0,1,3,4
47.6537449,-122.3897153,69,61,1,1,0,0,0,5,1
47.653898,-122.3883934,97,80,4,5,1,0,0,4,3
47.6549912,-122.3880919,67,49,2,0,11,1,0,1,3
47.6566178,-122.3880983,91,73,6,1,1,0,0,2,8
47.6560926,-122.3871156,19,17,1,0,1,0,0,0,0
47.6548725,-122.3867411,80,55,3,0,4,0,3,4,11
47.6545169,-122.3855187,21,20,0,0,0,0,0,1,0
47.6611298,-122.3869363,18,17,0,0,0,0,0,1,0
47.657982,-122.382853,1,1,0,0,0,0,0,0,0
47.6610905,-122.3904556,1,1,0,0,0,0,0,0,0
47.6553944,-122.3810583,4,2,0,1,0,0,0,1,0
47.655581,-122.3771057,12,10,0,0,1,0,0,1,0
47.6544515,-122.3767399,1,1,0,0,0,0,0,0,0
47.6585434,-122.3867049,4,4,0,0,0,0,0,0,0
47.6579826,-122.3895141,9,4,0,0,5,0,0,0,0
47.6583747,-122.3905149,50,36,1,0,7,3,0,2,1
47.6585577,-122.3916071,110,85,5,0,6,0,0,8,6
47.6597414,-122.3917861,13,10,0,0,0,0,0,2,1
47.6599679,-122.3925493,26,16,3,0,5,0,0,0,2
47.6600958,-122.3933773,56,40,0,0,5,0,0,5,6
47.6603828,-122.3944403,72,61,0,0,4,0,0,4,3
47.6606757,-122.395534,34,26,0,1,2,0,0,3,2
47.6591722,-122.3956089,54,45,1,0,2,0,0,5,1
47.6587877,-122.3943215,52,49,0,0,0,0,0,1,2
47.6582318,-122.3935081,34,32,0,0,0,1,0,0,1
47.6585506,-122.3925301,32,25,0,0,2,0,0,4,1
47.649611,-122.3765231,1,1,0,0,0,0,0,0,0
47.6512795,-122.3755725,129,101,4,3,3,0,2,5,11
47.6533387,-122.3754285,174,126,7,5,19,0,1,6,10
47.6569085,-122.385286,2,0,0,0,1,0,0,1,0
47.6580585,-122.3956786,38,33,0,0,1,1,0,1,2
47.6494029,-122.375515,142,119,5,0,4,0,0,7,7
47.6475223,-122.3826898,234,186,6,1,19,1,1,12,8
47.6475164,-122.3840076,96,77,7,0,4,0,0,4,4
47.6475167,-122.3853113,72,58,0,2,3,0,0,6,3
47.6475156,-122.3866989,70,48,1,0,6,0,0,7,8
47.6471137,-122.3881156,99,75,0,0,7,0,0,7,10
47.6471785,-122.3896024,82,69,1,0,3,0,0,4,5
47.6461419,-122.388901,4,4,0,0,0,0,0,0,0
47.6456652,-122.3839948,75,55,7,0,5,0,2,0,6
47.6459319,-122.3828541,76,55,0,0,8,2,0,7,4
47.645185,-122.3882263,40,27,0,0,7,0,0,4,2
47.6456253,-122.386756,76,63,1,0,7,0,0,4,1
47.645666,-122.3852782,70,56,0,1,9,0,0,2,2
47.6438376,-122.385265,155,112,5,0,19,0,0,13,6
47.6441223,-122.3841812,69,61,1,0,1,0,0,2,4
47.6452082,-122.390967,26,23,0,0,1,0,0,1,1
47.6451706,-122.3896123,26,24,0,0,0,0,0,0,2
47.6452556,-122.3889176,7,7,0,0,0,0,0,0,0
47.6440401,-122.3882738,39,32,0,0,4,0,0,0,3
47.6425519,-122.3862455,105,76,3,0,14,1,0,7,4
47.6417807,-122.3865415,70,50,0,0,7,0,0,7,6
47.6456948,-122.375561,393,290,19,0,24,0,0,24,36
47.6409366,-122.3783262,10,4,1,2,1,0,0,2,0
47.6420526,-122.375568,2,0,0,0,1,0,0,1,0
47.6424388,-122.3753279,117,81,12,0,7,0,0,3,14
47.6421329,-122.3748528,4,3,0,0,1,0,0,0,0
47.6396549,-122.3756067,83,66,3,0,5,0,0,3,6
47.6413691,-122.3757302,93,64,5,0,7,2,0,1,14
47.6371492,-122.3735679,211,178,6,3,4,0,0,4,16
47.6395421,-122.3745333,153,136,3,1,6,0,0,5,2
47.6309699,-122.3711993,256,228,8,2,5,0,1,6,6
47.6367334,-122.3722438,93,79,1,0,4,0,0,2,7
47.6376749,-122.3744725,107,84,0,2,6,0,1,11,3
47.6434697,-122.3826549,145,83,4,1,15,0,0,4,38
47.6429548,-122.3839376,131,80,5,2,5,0,0,5,34
47.6391954,-122.3867234,107,82,5,0,8,0,0,5,7
47.6407771,-122.3869076,88,59,6,0,10,2,0,4,7
47.6417383,-122.3883072,31,27,0,0,0,0,0,0,4
47.6428902,-122.3882936,25,19,0,0,1,0,0,0,5
47.6428876,-122.3896132,28,25,0,0,3,0,0,0,0
47.6440384,-122.3895958,30,30,0,0,0,0,0,0,0
47.6440369,-122.3908899,37,25,0,0,10,0,0,0,2
47.638051,-122.3871542,103,89,6,2,4,0,0,2,0
47.6389214,-122.3875688,39,28,0,1,7,0,0,2,1
47.6389914,-122.3890019,108,69,0,1,9,0,0,19,10
47.6397659,-122.3896624,11,10,0,0,0,0,0,0,1
47.6405846,-122.3896479,26,26,0,0,0,0,0,0,0
47.6417359,-122.3896308,31,24,1,0,6,0,0,0,0
47.6417346,-122.3909692,33,31,0,0,2,0,0,0,0
47.6428857,-122.3909519,20,19,0,0,0,1,0,0,0
47.6377697,-122.3894496,75,65,2,0,5,0,0,0,3
47.6366583,-122.3898618,48,41,2,0,3,0,0,1,1
47.6366138,-122.3880067,96,72,1,0,3,7,0,4,9
47.6373299,-122.3877014,91,77,0,0,7,0,0,6,1
47.6373519,-122.3864774,20,17,1,0,2,0,0,0,0
47.6347994,-122.3887523,108,78,0,0,1,0,0,2,27
47.6298927,-122.3829761,5,2,1,0,0,1,0,0,1
47.6295765,-122.3801593,509,299,56,3,46,9,2,18,76
47.6361087,-122.3900454,2,2,0,0,0,0,0,0,0
47.6395609,-122.3923368,26,20,0,0,0,0,0,3,3
47.6395655,-122.3910064,24,24,0,0,0,0,0,0,0
47.6405868,-122.3883229,39,31,1,0,4,0,0,0,3
47.6397665,-122.388339,10,10,0,0,0,0,0,0,0
47.6539145,-122.3669825,6,5,0,0,0,0,0,0,1
47.6562248,-122.3702657,10,9,0,0,1,0,0,0,0
47.6565751,-122.3742663,3,3,0,0,0,0,0,0,0
47.6556898,-122.3724327,3,3,0,0,0,0,0,0,0
47.6544131,-122.3719233,5,4,0,0,0,0,0,1,0
47.6547268,-122.3729701,66,46,0,0,6,0,0,6,8
47.6546745,-122.3742293,170,110,18,0,17,1,0,8,16
47.6525383,-122.3622403,12,11,0,0,0,0,0,0,1
47.652728,-122.3654305,7,7,0,0,0,0,0,0,0
47.6539157,-122.3693458,92,78,1,4,4,0,0,2,3
47.6530716,-122.3696366,259,209,6,0,15,1,1,18,9
47.6529735,-122.371939,24,23,0,0,1,0,0,0,0
47.653125,-122.3729623,65,62,0,0,2,0,0,1,0
47.6530956,-122.3742719,167,143,2,1,9,0,1,4,7
47.6523199,-122.36579,34,32,0,0,0,0,0,1,1
47.6508925,-122.362989,299,231,14,1,17,1,0,20,15
47.6515935,-122.3662087,213,157,2,1,13,1,0,14,25
47.6509093,-122.3669119,173,143,3,0,9,0,0,10,8
47.6526809,-122.3708159,37,33,1,0,1,0,0,2,0
47.6513431,-122.3695146,41,31,1,2,2,0,0,1,4
47.6513688,-122.3708409,67,58,0,1,6,0,0,1,1
47.6512785,-122.3719107,42,36,0,0,0,0,0,3,3
47.6512825,-122.3729567,77,68,0,1,6,0,0,0,2
47.6512647,-122.3742732,79,68,2,2,2,0,0,2,3
47.6494068,-122.3742379,83,69,0,0,8,0,0,3,3
47.6494105,-122.3729445,78,58,1,0,14,0,0,5,0
47.6494386,-122.3719271,24,21,0,0,2,0,0,0,1
47.6494664,-122.3710036,62,48,0,0,10,0,1,3,0
47.6488407,-122.3695633,107,89,3,3,8,0,0,3,1
47.6492259,-122.3685688,88,78,0,0,4,0,0,5,1
47.6498278,-122.3680396,41,39,0,1,0,0,0,0,1
47.6505984,-122.3683192,4,4,0,0,0,0,0,0,0
47.6514448,-122.3686036,22,18,1,0,1,0,0,2,0
47.6468604,-122.3719926,105,97,0,0,2,0,0,6,0
47.6476258,-122.3730132,58,48,1,0,5,0,0,4,0
47.6475343,-122.3742277,120,109,0,0,4,0,0,5,2
47.6458632,-122.3729065,53,46,0,0,4,0,0,0,3
47.6473976,-122.3694665,57,47,0,1,5,0,0,1,3
47.6476608,-122.3709681,49,45,0,0,2,0,0,2,0
47.6463508,-122.3709998,37,33,1,0,2,0,0,1,0
47.6454405,-122.3710088,37,32,0,0,1,0,0,0,4
47.6492934,-122.3621974,114,88,3,1,7,0,0,9,6
47.6494116,-122.3641657,10,5,0,0,1,0,0,4,0
47.6501756,-122.3652016,14,13,0,0,1,0,0,0,0
47.6501363,-122.3659046,20,19,0,0,0,0,0,1,0
47.6500189,-122.3669463,35,32,0,0,0,0,0,3,0
47.6491427,-122.3667308,35,29,0,0,1,0,0,1,4
47.6492125,-122.3655386,334,278,5,0,21,0,0,15,15
47.6476301,-122.3650187,424,331,19,2,32,0,0,17,23
47.6473942,-122.3632266,49,44,0,0,3,0,0,1,1
47.6477377,-122.3626168,28,26,0,0,1,0,0,0,1
47.6474176,-122.3615435,139,111,6,2,2,0,0,8,10
47.648039,-122.3671346,24,21,0,0,0,0,0,2,1
47.6474506,-122.3671761,18,17,0,0,0,0,1,0,0
47.6470506,-122.367171,27,22,0,0,2,0,0,3,0
47.6463537,-122.3684477,65,53,4,0,1,0,0,5,2
47.6463634,-122.3699184,30,29,0,0,0,0,0,0,1
47.6453945,-122.3697445,8,8,0,0,0,0,0,0,0
47.6455373,-122.3702281,1,0,0,0,0,0,0,1,0
47.6446723,-122.3708647,35,26,2,0,5,0,0,0,2
47.6446389,-122.3696499,22,20,0,0,2,0,0,0,0
47.6446902,-122.3683378,34,33,0,0,0,0,0,0,1
47.6454243,-122.3685052,41,35,0,0,4,0,0,0,2
47.6457358,-122.3677118,4,0,0,1,0,0,0,0,3
47.6439448,-122.3682083,34,24,2,0,2,0,0,0,6
47.643764,-122.3695393,59,51,0,0,2,0,0,0,6
47.6439738,-122.3708739,34,34,0,0,0,0,0,0,0
47.6436851,-122.3722907,62,50,5,0,3,0,0,3,1
47.6449687,-122.37232,6,6,0,0,0,0,0,0,0
47.643037,-122.3738999,315,270,4,2,21,0,0,11,7
47.6421328,-122.3736429,3,3,0,0,0,0,0,0,0
47.6418033,-122.3731215,64,59,0,0,5,0,0,0,0
47.644294,-122.3735284,19,17,0,0,1,0,0,1,0
47.6456831,-122.374474,92,72,1,0,9,1,0,4,5
47.6456124,-122.3736356,37,35,0,0,0,0,0,2,0
47.6449804,-122.3738844,6,6,0,0,0,0,0,0,0
47.6418312,-122.372049,71,71,0,0,0,0,0,0,0
47.6418239,-122.3711163,39,36,0,0,2,0,0,0,1
47.6426315,-122.370664,25,23,1,0,1,0,0,0,0
47.6433425,-122.3707935,25,23,0,0,2,0,0,0,0
47.6426503,-122.3698063,26,26,0,0,0,0,0,0,0
47.6426229,-122.3691972,26,20,3,0,0,0,0,0,3
47.6427961,-122.3682324,69,56,3,0,4,0,0,2,4
47.6413939,-122.3704098,40,34,0,0,3,0,0,0,3
47.6413868,-122.3697829,19,19,0,0,0,0,0,0,0
47.6413847,-122.3692171,30,26,0,0,0,0,0,4,0
47.6401734,-122.3692367,21,20,0,0,0,0,0,0,1
47.6401514,-122.3698259,22,20,2,0,0,0,0,0,0
47.6401152,-122.3705113,26,26,0,0,0,0,0,0,0
47.6401875,-122.371145,21,21,0,0,0,0,0,0,0
47.641167,-122.3714478,2,1,0,0,0,0,0,1,0
47.6462232,-122.3615451,20,19,0,0,0,0,0,1,0
47.6462219,-122.3628336,33,32,0,0,0,0,0,1,0
47.6449761,-122.3654962,2,2,0,0,0,0,0,0,0
47.6453692,-122.362837,23,22,1,0,0,0,0,0,0
47.6453729,-122.3615509,20,16,0,3,1,0,0,0,0
47.6445222,-122.3615595,92,70,6,0,5,0,0,7,4
47.6445201,-122.3628465,37,24,0,0,6,0,0,3,4
47.643675,-122.3628637,24,21,0,0,0,0,0,0,3
47.6436802,-122.3615708,30,29,0,0,0,0,0,1,0
47.6426446,-122.3615795,78,58,2,0,15,0,0,3,0
47.6426285,-122.3628951,55,47,0,0,4,0,0,0,4
47.6422535,-122.3642537,72,56,0,0,4,0,0,9,3
47.6425787,-122.3655805,43,42,0,0,1,0,0,0,0
47.6425632,-122.3665798,21,13,0,0,3,0,0,5,0
47.6425607,-122.367238,23,15,2,0,3,0,0,2,1
47.6413563,-122.3672606,29,25,0,0,2,0,2,0,0
47.6413857,-122.367931,21,21,0,0,0,0,0,0,0
47.6413838,-122.368605,23,22,0,0,1,0,0,0,0
47.6401741,-122.3686213,32,30,0,0,0,0,0,1,1
47.6401752,-122.3679523,27,27,0,0,0,0,0,0,0
47.6401439,-122.3672812,26,24,0,0,2,0,0,0,0
47.6401459,-122.3666131,46,35,0,0,1,0,0,0,10
47.6413594,-122.3665963,30,20,0,1,1,0,0,4,4
47.6417281,-122.36559,27,21,0,0,2,0,0,4,0
47.6405031,-122.3656085,33,28,0,0,3,0,0,0,2
47.6405027,-122.3642691,69,58,1,0,2,0,0,4,4
47.6402213,-122.3630476,59,54,0,0,2,0,0,2,1
47.6410022,-122.3627299,20,15,0,0,4,0,0,0,1
47.6417236,-122.3629234,28,27,1,0,0,0,0,0,0
47.6417289,-122.3615833,22,18,0,0,1,0,0,0,3
47.6406471,-122.3615482,82,67,0,1,6,0,0,3,5
47.6397985,-122.3618462,9,7,0,0,1,0,0,1,0
47.6411753,-122.342281,123,114,3,1,1,0,0,0,4
47.6387762,-122.3404683,10,10,0,0,0,0,0,0,0
47.6387896,-122.3418102,155,122,3,5,13,0,0,4,8
47.6422563,-122.3442477,223,188,3,0,11,2,0,6,13
47.6448118,-122.3465159,4,4,0,0,0,0,0,0,0
47.6401435,-122.3432089,64,53,6,0,1,0,0,3,1
47.6402383,-122.3437251,3,3,0,0,0,0,0,0,0
47.640244,-122.3441135,72,53,4,1,5,0,0,2,7
47.6428196,-122.3458239,98,80,5,1,8,0,0,2,2
47.6387242,-122.3426555,90,77,1,0,5,0,0,4,3
47.6385936,-122.3433548,104,88,2,0,7,2,0,0,5
47.6387673,-122.3442976,95,76,0,2,8,0,0,5,4
47.6408465,-122.3455555,315,249,5,2,28,4,0,9,18
47.6381314,-122.3444712,40,28,3,0,6,0,1,0,2
47.6393825,-122.3452342,20,10,3,0,5,0,0,1,1
47.6461777,-122.3483575,7,7,0,0,0,0,0,0,0
47.6461408,-122.349485,2,1,0,0,0,0,0,1,0
47.6460522,-122.3506366,21,21,0,0,0,0,0,0,0
47.6462473,-122.3518475,54,45,0,0,5,0,0,3,1
47.6462495,-122.3529035,63,55,1,1,3,0,0,2,1
47.6462506,-122.3539682,56,49,0,0,0,0,0,4,3
47.6451589,-122.3539851,34,27,2,0,1,0,0,0,4
47.6451523,-122.3529382,33,33,0,0,0,0,0,0,0
47.6450748,-122.3518795,36,33,0,0,0,0,0,1,2
47.6449906,-122.3509896,43,39,2,0,1,0,0,1,0
47.644978,-122.350059,35,29,0,0,1,1,0,1,3
47.64415,-122.348593,191,166,12,0,7,0,0,2,4
47.6438245,-122.3512017,30,19,0,0,9,2,0,0,0
47.6432313,-122.3527936,131,119,1,0,8,0,0,0,3
47.6439832,-122.3541632,31,31,0,0,0,0,0,0,0
47.641227,-122.3536906,64,56,1,0,0,0,0,3,4
47.6413072,-122.3520873,80,67,0,0,5,0,0,6,2
47.6417681,-122.3509351,17,14,0,0,3,0,0,0,0
47.6436377,-122.3501089,16,10,1,0,0,0,0,2,3
47.6403883,-122.3540705,30,24,1,1,2,0,0,2,0
47.642116,-122.3481,64,56,1,0,5,0,0,2,0
47.6425923,-122.3487778,38,33,0,0,2,0,0,3,0
47.6415075,-122.3501089,61,42,0,6,5,4,0,3,1
47.642501,-122.3500111,15,15,0,0,0,0,0,0,0
47.6403449,-122.3501229,32,31,0,0,1,0,0,0,0
47.6403594,-122.3489692,34,30,0,0,1,0,0,1,2
47.6411137,-122.348083,61,42,0,0,9,1,0,3,6
47.6403619,-122.347388,32,28,0,0,1,0,0,2,1
47.6403872,-122.3513308,16,12,0,0,1,0,0,3,0
47.6462535,-122.3550343,40,32,4,0,2,0,0,0,2
47.6463505,-122.3562197,39,34,0,0,4,0,0,0,1
47.6463517,-122.3575179,36,35,0,0,1,0,0,0,0
47.6450436,-122.3595127,2,1,0,0,0,0,0,1,0
47.6453902,-122.3562248,30,24,0,0,2,0,0,4,0
47.6451535,-122.3550415,32,27,0,0,1,0,0,1,3
47.6423298,-122.3602464,76,59,1,0,6,1,1,3,5
47.6423324,-122.3589088,81,62,1,0,9,0,0,7,2
47.6423347,-122.357566,84,77,0,3,0,0,0,1,3
47.6436745,-122.3575535,39,29,3,3,1,0,0,0,3
47.6445387,-122.3575279,22,16,1,0,1,0,0,3,1
47.6453888,-122.357524,38,33,0,0,2,0,0,3,0
47.6439632,-122.3550456,72,67,1,0,2,0,0,0,2
47.6445427,-122.3562336,28,24,0,0,1,0,0,3,0
47.6436805,-122.3562328,43,42,0,1,0,0,0,0,0
47.6423345,-122.3562331,92,87,0,0,1,1,0,1,2
47.642542,-122.3550332,62,54,0,0,2,0,0,5,1
47.6416228,-122.3549869,8,8,0,0,0,0,0,0,0
47.6406749,-122.3550281,61,57,2,0,1,0,0,0,1
47.6405131,-122.3562379,91,79,0,0,4,0,3,4,1
47.6404972,-122.357567,71,63,0,1,2,0,0,2,3
47.6401227,-122.3587132,38,33,0,0,2,0,0,3,0
47.6408297,-122.3590812,50,44,1,1,0,0,0,2,2
47.6405117,-122.3602563,87,73,0,0,10,0,0,0,4
47.6499382,-122.3594971,36,29,3,0,0,0,0,1,3
47.6490984,-122.3592871,152,131,0,1,7,0,0,4,9
47.6490017,-122.3568402,47,32,1,0,9,0,0,4,1
47.6479487,-122.354106,2,2,0,0,0,0,0,0,0
47.6482174,-122.3591804,241,195,4,2,16,0,0,16,8
47.6481983,-122.3561556,73,62,1,1,3,0,0,6,0
47.6473297,-122.3560944,276,230,2,0,29,0,0,8,7
47.6472601,-122.3533595,155,114,14,5,9,0,2,8,3
47.647338,-122.3591896,203,155,3,3,12,1,0,13,16
47.6521128,-122.321629,24,22,1,0,1,0,0,0,0
47.6494824,-122.3187949,102,89,0,0,6,0,0,2,5
47.651251,-122.3198152,43,38,0,0,2,0,0,0,3
47.6509626,-122.3203495,71,60,3,1,2,0,0,2,3
47.650599,-122.3213497,145,114,2,0,13,0,0,8,8
47.6512285,-122.3219987,54,41,1,0,7,0,0,4,1
47.6495273,-122.3218133,20,18,0,0,0,0,0,0,2
47.6495357,-122.3208347,101,83,2,0,11,0,0,3,2
47.6491193,-122.3197507,37,36,0,0,1,0,0,0,0
47.6482498,-122.3201878,142,120,1,1,10,0,0,8,2
47.647578,-122.3198944,42,34,0,0,2,0,0,0,6
47.6476455,-122.317075,94,91,0,0,0,0,0,3,0
47.6462576,-122.3158165,30,26,0,0,0,0,0,2,2
47.6462643,-122.316752,72,68,2,0,1,0,0,0,1
47.646263,-122.317681,41,38,0,0,3,0,0,0,0
47.6471268,-122.3196647,68,61,0,0,3,0,0,4,0
47.6462675,-122.320219,43,32,1,0,8,0,0,2,0
47.6462685,-122.3214768,47,35,1,0,2,0,0,2,7
47.6462693,-122.3189436,38,35,0,0,1,0,2,0,0
47.6442147,-122.3154804,39,33,0,0,4,0,0,0,2
47.6450474,-122.3177169,27,27,0,0,0,0,0,0,0
47.6450514,-122.3189741,27,24,1,0,2,0,0,0,0
47.6450522,-122.3202206,29,21,0,0,3,0,0,5,0
47.6450528,-122.3214792,38,25,0,0,5,0,0,4,4
47.6438412,-122.3214773,20,13,3,1,3,0,0,0,0
47.6438414,-122.3189824,45,37,2,0,2,0,0,0,4
47.6435195,-122.3176067,51,49,0,0,0,0,1,1,0
47.6420313,-122.3189807,40,34,0,0,0,0,0,5,1
47.6415343,-122.3211731,19,13,0,0,3,0,0,2,1
47.6415585,-122.3152829,70,51,2,0,11,0,0,2,4
47.6425547,-122.3146043,47,38,0,0,7,0,0,2,0
47.6419463,-122.3123618,100,63,5,0,21,1,0,6,4
47.6406605,-122.3115409,26,24,0,0,2,0,0,0,0
47.6400493,-122.3112777,15,12,0,0,0,0,0,3,0
47.6398194,-122.3118628,13,10,0,0,1,0,0,0,2
47.6401225,-122.3129451,20,13,1,0,3,0,0,3,0
47.6404495,-122.3195356,137,115,2,0,10,0,0,7,3
47.6404477,-122.3207076,156,121,5,0,17,0,0,3,10
47.6403414,-122.3217796,35,25,0,0,5,0,0,5,0
47.6404512,-122.3184807,69,64,0,0,1,0,0,0,4
47.6402018,-122.3174647,39,37,0,0,1,0,0,0,1
47.6402024,-122.31651,37,37,0,0,0,0,0,0,0
47.647426,-122.3258465,32,31,0,0,0,0,1,0,0
47.6506017,-122.3235596,40,37,0,0,1,0,0,0,2
47.6500641,-122.3232088,53,48,0,0,2,0,0,0,3
47.6471265,-122.3240302,320,256,4,0,36,2,1,11,10
47.6460901,-122.3237336,59,53,0,0,2,0,0,2,2
47.6450536,-122.3239945,105,82,2,1,7,0,0,4,9
47.6450573,-122.325252,91,73,2,0,4,0,0,7,5
47.6450578,-122.3261942,46,32,1,0,8,2,1,1,1
47.6472852,-122.3252065,184,127,4,0,33,1,1,9,9
47.6442953,-122.3273968,150,134,2,0,6,0,0,3,5
47.6438272,-122.3267551,33,27,0,0,5,0,0,0,1
47.6438393,-122.325257,98,84,4,2,3,0,0,3,2
47.6438383,-122.3239989,69,58,0,0,10,0,0,0,1
47.6438409,-122.326196,44,38,0,0,4,0,0,2,0
47.6414561,-122.3264996,189,166,4,0,9,0,1,2,7
47.6424976,-122.3275623,49,38,1,0,5,0,0,2,3
47.6414891,-122.3287539,240,195,10,0,19,0,0,7,9
47.6416393,-122.3298043,179,164,0,1,8,0,3,2,1
47.6408575,-122.3277335,177,155,0,0,7,0,0,6,9
47.6408766,-122.3252848,115,97,0,0,12,0,0,4,2
47.6408768,-122.3240695,210,168,3,0,16,1,2,9,11
47.6465561,-122.3024506,29,24,0,0,1,0,0,3,1
47.6450757,-122.3031801,31,27,0,0,1,0,0,2,1
47.6459712,-122.3030607,68,61,0,1,3,0,0,3,0
47.6439245,-122.303001,14,13,0,0,0,0,0,0,1
47.6436908,-122.3003183,74,62,1,0,1,0,1,1,8
47.6433262,-122.3007059,10,10,0,0,0,0,0,0,0
47.6434346,-122.3024971,38,26,0,0,8,0,0,2,2
47.641339,-122.2994739,33,28,0,0,1,0,0,3,1
47.6424258,-122.2994603,74,63,1,1,4,0,0,5,0
47.6428028,-122.3011878,49,41,3,0,1,0,0,2,2
47.6429272,-122.3023989,8,6,0,0,1,0,0,0,1
47.636846,-122.2984287,73,67,0,1,4,0,0,1,0
47.638706,-122.2990288,25,23,0,0,0,0,0,2,0
47.6398811,-122.2994862,31,31,0,0,0,0,0,0,0
47.6406089,-122.2994801,40,32,0,0,7,0,0,1,0
47.6406183,-122.3012063,46,23,0,0,12,0,0,1,10
47.641348,-122.3011995,41,30,0,0,3,0,0,5,3
47.6420791,-122.3011967,39,34,0,0,1,0,0,2,2
47.6398891,-122.301214,52,44,0,0,5,0,0,2,1
47.6391316,-122.3012264,45,24,14,0,6,0,1,0,0
47.6387112,-122.29997,76,65,3,0,3,0,1,2,2
47.628177,-122.2958621,74,55,0,0,11,0,0,2,6
47.6328659,-122.2988865,24,21,0,1,0,0,0,2,0
47.6333975,-122.3007591,46,36,0,0,1,0,3,2,4
47.6343167,-122.3005454,22,22,0,0,0,0,0,0,0
47.6365214,-122.3010471,102,71,12,0,7,0,2,6,4
47.6383266,-122.3010928,29,24,1,0,0,0,0,2,2
47.6361406,-122.2999968,125,100,3,3,4,0,5,6,4
47.6332168,-122.2982286,9,8,0,1,0,0,0,0,0
47.6310248,-122.2940453,5,5,0,0,0,0,0,0,0
47.6324556,-122.2991226,10,7,0,0,1,0,0,2,0
47.6327124,-122.301166,24,16,4,0,1,0,0,2,1
47.6454179,-122.3068511,82,78,0,0,3,1,0,0,0
47.6459846,-122.306905,100,82,0,0,12,0,0,4,2
47.6427553,-122.3031419,31,27,0,0,0,0,0,1,3
47.642802,-122.3046184,34,25,0,0,9,0,0,0,0
47.6422959,-122.3084181,19,14,0,0,4,0,0,0,1
47.6420415,-122.3060216,28,25,0,0,2,0,0,0,1
47.641356,-122.3063519,42,36,0,0,3,0,0,3,0
47.6413613,-122.3046568,32,26,0,0,5,0,0,0,1
47.6420908,-122.3046517,45,36,2,0,4,0,0,2,1
47.6420828,-122.3029255,36,32,2,0,2,0,0,0,0
47.6413545,-122.3029282,36,31,4,0,1,0,0,0,0
47.640625,-122.3029347,43,36,0,0,6,0,0,1,0
47.640639,-122.3063918,43,39,0,0,0,0,0,3,1
47.6402814,-122.3081217,78,73,2,0,1,0,0,0,2
47.6406525,-122.3098483,37,33,1,0,1,0,0,1,1
47.6399197,-122.3098634,39,32,3,2,2,0,0,0,0
47.6388108,-122.30881,134,114,3,0,7,0,0,1,9
47.6378262,-122.3061949,79,70,1,0,3,0,1,4,0
47.6388019,-122.3054136,48,47,0,0,0,0,0,1,0
47.6399094,-122.3063972,49,39,1,0,4,2,0,3,0
47.6399028,-122.3046684,36,31,0,1,1,0,0,2,1
47.6398961,-122.3029415,43,34,0,0,2,0,0,6,1
47.6383563,-122.3023799,131,105,2,1,8,0,0,13,2
47.6386498,-122.303508,33,25,3,0,2,0,0,2,1
47.6390938,-122.3046009,47,42,0,0,5,0,0,0,0
47.6362253,-122.3018923,39,29,3,0,3,0,0,4,0
47.6370997,-122.3030479,56,51,0,0,5,0,0,0,0
47.6367449,-122.304032,55,50,0,0,5,0,0,0,0
47.6387411,-122.3113527,120,93,3,0,7,0,3,12,2
47.6364859,-122.3116813,196,170,0,0,13,0,0,10,3
47.6332217,-122.3108745,43,37,0,0,4,0,0,0,2
47.6373481,-122.3123886,15,15,0,0,0,0,0,0,0
47.6332255,-122.3115595,37,37,0,0,0,0,0,0,0
47.6369847,-122.3133424,23,22,0,0,1,0,0,0,0
47.6352291,-122.3131273,10,10,0,0,0,0,0,0,0
47.6332461,-122.3122076,70,59,1,0,1,0,1,5,3
47.6332175,-122.3102138,43,36,0,0,4,0,0,3,0
47.6347926,-122.3068215,7,7,0,0,0,0,0,0,0
47.6337847,-122.3055316,23,19,0,0,4,0,0,0,0
47.6340871,-122.3048452,43,37,1,0,0,0,0,5,0
47.6362101,-122.3055653,102,87,8,0,3,0,0,0,4
47.6375629,-122.3074144,10,9,0,0,0,0,0,0,1
47.6372572,-122.3067005,25,21,0,0,0,0,1,0,3
47.6339732,-122.3041085,40,30,0,0,3,0,2,3,2
47.6346774,-122.3028064,41,35,3,0,0,0,0,2,1
47.6336591,-122.3027486,57,50,2,0,2,0,0,0,3
47.6326893,-122.3027458,34,27,0,0,1,0,3,0,3
47.632722,-122.3051554,68,58,2,0,5,0,0,3,0
47.640542,-122.276666,123,115,0,0,6,0,0,1,1
47.6380197,-122.2765588,199,186,0,0,4,0,0,4,5
47.6399027,-122.2777516,92,77,2,0,7,0,0,4,2
47.6413712,-122.2788728,100,78,2,0,11,0,0,5,4
47.6413435,-122.2776849,121,103,1,1,10,0,0,2,4
47.6364047,-122.2778924,63,56,2,2,1,0,0,0,2
47.6380276,-122.2777714,150,132,0,1,5,0,0,5,7
47.6380344,-122.2790293,88,75,0,0,4,0,0,5,4
47.6399093,-122.2790097,62,55,4,0,0,0,0,0,3
