lat,lng,total,white,black,native,asian,pi,other,multiple,hispanic
47.6571297,-122.2772252,28,28,0,0,0,0,0,0,0
47.6572699,-122.276197,26,16,1,0,1,1,0,6,1
47.6573489,-122.2750671,19,19,0,0,0,0,0,0,0
47.6573731,-122.2741283,6,6,0,0,0,0,0,0,0
47.6563692,-122.2789763,58,45,0,0,11,0,0,2,0
47.6564869,-122.2779731,95,85,0,0,4,0,0,6,0
47.6604448,-122.2714479,37,33,0,0,4,0,0,0,0
47.6667047,-122.2752194,109,98,0,0,0,0,2,3,6
47.6663295,-122.2766963,91,85,0,0,1,0,0,5,0
47.6679544,-122.2784207,29,27,0,0,0,0,0,1,1
47.6663515,-122.2778778,97,83,0,0,11,0,0,2,1
47.6662412,-122.2788941,67,48,0,2,15,0,0,2,0
47.6663156,-122.2798619,74,51,2,0,18,0,0,2,1
47.6655184,-122.2807522,76,64,0,0,7,1,0,0,4
47.665775,-122.2814365,54,35,0,4,13,0,0,1,1
47.6628295,-122.2818816,64,46,1,2,5,0,0,5,5
47.6639981,-122.2799384,55,40,0,0,15,0,0,0,0
47.663995,-122.2788886,62,62,0,0,0,0,0,0,0
47.6639924,-122.2778532,64,53,0,0,1,0,0,3,7
47.6639898,-122.2765874,75,66,2,0,1,0,0,4,2
47.6639878,-122.2752726,68,52,0,0,8,0,0,3,5
47.6621835,-122.2752493,67,56,0,0,3,0,1,6,1
47.6621868,-122.276568,76,65,0,0,4,0,1,0,6
47.6621913,-122.2788694,51,42,5,0,1,0,0,2,1
47.662746,-122.2842377,40,36,1,0,2,0,0,1,0
47.6619065,-122.2852632,20,17,0,0,3,0,0,0,0
47.6598613,-122.2849767,155,120,4,0,10,0,0,14,7
47.6598451,-122.2821176,106,89,2,0,11,0,0,4,0
47.6571708,-122.2821092,97,93,1,0,1,0,0,1,1
47.6570652,-122.2833559,108,92,0,0,12,0,0,0,4
47.6584245,-122.2860814,3,0,0,0,0,0,1,2,0
47.6578667,-122.2857152,57,51,0,0,6,0,0,0,0
47.6572747,-122.2852356,38,36,0,0,0,0,0,0,2
47.6570749,-122.2844688,41,36,0,0,0,0,0,2,3
47.6562049,-122.2849181,37,37,0,0,0,0,0,0,0
47.6601776,-122.2877072,14,14,0,0,0,0,0,0,0
47.6608315,-122.2887108,13,11,0,0,0,0,1,1,0
47.6600416,-122.2905724,337,191,6,4,90,0,0,12,34
47.6601859,-122.2887335,21,9,0,0,7,0,0,5,0
47.6595008,-122.2887521,19,15,0,0,4,0,0,0,0
47.6594864,-122.2877275,18,14,0,0,4,0,0,0,0
47.6588051,-122.2877606,21,16,0,0,3,0,0,0,2
47.6588116,-122.288773,15,14,0,0,1,0,0,0,0
47.6557665,-122.2746743,158,139,1,0,9,0,0,6,3
47.6563487,-122.2741223,64,57,0,0,6,0,0,1,0
47.6559032,-122.2762962,48,38,0,0,4,0,0,5,1
47.6550637,-122.2731653,12,12,0,0,0,0,0,0,0
47.6525075,-122.276168,75,69,0,0,0,0,0,3,3
47.6534599,-122.277473,32,26,0,0,0,0,0,3,3
47.6547385,-122.2775406,28,28,0,0,0,0,0,0,0
47.6547899,-122.2786949,38,35,0,0,1,0,0,0,2
47.6550373,-122.2801115,28,26,0,0,0,0,0,2,0
47.6552051,-122.2816986,50,47,0,0,3,0,0,0,0
47.6547501,-122.2838361,62,57,0,0,5,0,0,0,0
47.6543292,-122.2803176,19,16,0,0,0,0,0,0,3
47.6530757,-122.2792004,55,49,0,1,0,0,0,0,5
47.6539253,-122.2789569,5,5,0,0,0,0,0,0,0
47.6530317,-122.2780971,27,23,0,0,4,0,0,0,0
47.6504457,-122.277204,66,63,0,0,0,0,0,1,2
47.6514246,-122.2796825,70,67,0,0,3,0,0,0,0
47.6486198,-122.276326,44,40,0,0,1,0,0,3,0
47.6740246,-122.2668226,76,66,4,0,5,1,0,0,0
47.6743607,-122.2649658,26,18,0,1,5,0,0,1,1
47.673939,-122.2691075,258,225,2,1,14,0,1,9,6
47.6744732,-122.2698782,51,38,0,0,6,0,0,6,1
47.6739926,-122.2721781,95,80,0,0,14,1,0,0,0
47.6738402,-122.2733164,84,70,0,0,10,0,0,3,1
47.6734346,-122.2743414,74,62,1,0,7,0,1,2,1
47.6743314,-122.2755264,53,45,1,0,5,0,0,2,0
47.6746516,-122.2766153,49,42,0,0,4,0,0,0,3
47.6743437,-122.2775502,78,66,0,0,7,0,0,2,3
47.6747993,-122.2789094,57,52,0,0,4,0,0,1,0
47.6732923,-122.2784794,53,51,0,0,2,0,0,0,0
47.6727255,-122.2752075,26,26,0,0,0,0,0,0,0
47.6726241,-122.2762086,22,21,0,0,1,0,0,0,0
47.6720997,-122.2768021,45,36,1,0,5,0,0,2,1
47.6716028,-122.277521,61,52,4,0,4,0,0,0,1
47.6726126,-122.278954,33,21,0,0,10,0,0,2,0
47.6710011,-122.2780715,68,55,0,0,9,0,0,0,4
47.670029,-122.2779283,59,54,0,1,3,0,0,0,1
47.6695367,-122.2751695,36,33,0,0,2,0,0,1,0
47.6707711,-122.2730204,84,74,0,0,7,0,0,2,1
47.6711397,-122.2739168,54,47,0,0,4,0,0,0,3
47.6713753,-122.274769,9,9,0,0,0,0,0,0,0
47.671069,-122.2756978,23,21,0,0,0,0,2,0,0
47.6702561,-122.2756282,28,27,0,0,1,0,0,0,0
47.6700666,-122.2728876,75,60,1,0,12,0,0,2,0
47.6682718,-122.2749741,2,2,0,0,0,0,0,0,0
47.6748766,-122.2801968,57,45,3,0,3,0,1,0,5
47.6748762,-122.2815389,48,40,0,0,3,0,0,4,1
47.6748756,-122.2835528,92,71,0,0,7,0,0,11,3
47.6748756,-122.2853568,66,60,0,0,2,0,0,4,0
47.6730564,-122.2853359,47,39,1,1,4,0,0,0,2
47.6730559,-122.2842037,69,53,0,0,5,0,0,8,3
47.6730559,-122.2828612,69,55,0,0,13,0,0,1,0
47.673056,-122.281519,74,52,1,0,15,0,2,0,4
47.673056,-122.280177,59,48,0,0,8,0,0,3,0
47.6716702,-122.2808325,71,53,2,0,5,0,0,10,1
47.6716705,-122.2835175,76,52,3,0,10,0,0,4,7
47.6707606,-122.2835076,63,43,4,0,12,0,0,3,1
47.67076,-122.2808228,57,40,1,0,5,0,0,9,2
47.669891,-122.2808131,51,40,0,0,5,0,0,3,3
47.6698919,-122.2834974,67,50,0,0,6,3,0,4,4
47.6689832,-122.2834913,72,45,0,0,13,0,0,7,7
47.6691084,-122.2809603,40,34,3,0,1,0,0,0,2
47.6695291,-122.2788601,28,19,1,0,2,0,0,3,3
47.668957,-122.2775441,92,67,0,0,14,0,0,5,6
47.6682907,-122.2825565,43,26,7,1,6,0,0,0,3
47.6675883,-122.2834725,35,7,12,0,3,0,0,2,11
47.6666413,-122.2826376,344,141,64,16,34,5,0,47,37
47.6685073,-122.2776509,12,7,5,0,0,0,0,0,0
47.6664801,-122.2852016,38,16,0,0,12,0,0,8,2
47.6654435,-122.2853352,88,47,11,0,20,0,3,4,3
47.6658958,-122.2864078,51,48,0,0,1,1,0,0,1
47.6658018,-122.2870593,40,38,0,0,1,0,0,1,0
47.6657771,-122.287613,33,30,0,0,0,0,0,1,2
47.6657749,-122.2881329,37,36,0,0,1,0,0,0,0
47.6657863,-122.2886907,29,23,0,0,0,0,0,3,3
47.6657734,-122.2892574,35,34,0,0,1,0,0,0,0
47.6657826,-122.2898142,31,30,0,0,1,0,0,0,0
47.6666922,-122.2929109,20,12,3,0,4,0,0,0,1
47.6640499,-122.2944679,27,24,0,0,2,0,0,0,1
47.6641377,-122.2938785,34,21,0,0,9,0,0,2,2
47.6646164,-122.2937654,5,4,0,0,1,0,0,0,0
47.6643125,-122.2928727,45,41,0,0,4,0,0,0,0
47.6639658,-122.2921361,35,29,0,0,2,0,1,2,1
47.6638611,-122.2915397,33,26,0,0,0,0,0,2,5
47.6639265,-122.2909459,42,33,1,0,2,0,0,3,3
47.6638885,-122.2903941,44,31,1,0,3,0,3,4,2
47.663734,-122.2896973,92,66,0,0,13,0,0,9,4
47.66426,-122.2886524,48,36,0,0,3,0,3,4,2
47.664222,-122.2877891,23,21,0,0,2,0,0,0,0
47.6641964,-122.2872409,29,19,0,0,4,0,0,2,4
47.6641803,-122.2866838,28,26,0,0,0,0,0,0,2
47.6621117,-122.2885373,31,28,1,0,2,0,0,0,0
47.6626273,-122.2874337,35,34,0,0,0,0,0,0,1
47.6628802,-122.2862159,181,129,8,0,24,0,3,11,6
47.6639242,-122.2851485,27,22,0,0,2,0,0,3,0
47.6641418,-122.2844778,103,65,6,1,28,0,0,0,3
47.6644636,-122.2838287,45,29,1,0,12,0,0,3,0
47.6647344,-122.2832765,3,3,0,0,0,0,0,0,0
47.6620791,-122.2890388,17,13,0,0,3,1,0,0,0
47.6630952,-122.2887208,32,30,0,0,1,0,0,1,0
47.6631296,-122.2877847,23,19,0,0,4,0,0,0,0
47.6620427,-122.290647,20,16,0,0,1,0,0,2,1
47.6627269,-122.2907026,15,11,0,0,1,0,0,3,0
47.6628088,-122.2919673,29,27,0,0,0,0,0,0,2
47.6626254,-122.2924988,27,16,0,0,7,0,0,4,0
47.6620715,-122.2897113,42,27,0,0,6,0,0,1,8
47.6748763,-122.286374,57,46,6,0,3,0,0,2,0
47.6748534,-122.2871461,28,25,0,0,0,0,0,2,1
47.674894,-122.2877015,30,21,0,0,2,0,0,7,0
47.674806,-122.288288,28,27,0,0,1,0,0,0,0
47.6749374,-122.2888368,37,37,0,0,0,0,0,0,0
47.6748765,-122.2894042,30,27,2,0,0,0,0,0,1
47.6748852,-122.2899602,28,28,0,0,0,0,0,0,0
47.6730637,-122.2896895,73,61,6,0,3,0,0,2,1
47.6730988,-122.2888199,36,35,1,0,0,0,0,0,0
47.6730144,-122.2882664,46,41,0,0,2,0,0,2,1
47.6730597,-122.287465,60,51,1,1,1,0,2,1,3
47.673058,-122.2863527,53,49,0,0,1,0,0,2,1
47.6712315,-122.286332,57,52,0,1,2,0,0,1,1
47.6712313,-122.2853156,44,36,0,0,5,0,0,0,3
47.669412,-122.2852954,64,42,1,0,14,0,1,2,4
47.6694125,-122.286312,55,43,0,0,5,0,0,4,3
47.6694129,-122.287424,65,61,0,0,1,0,0,0,3
47.6712319,-122.2874442,65,54,1,0,8,0,0,1,1
47.6712321,-122.2885567,46,39,0,0,0,1,0,2,4
47.6712326,-122.2896688,74,54,0,2,6,0,0,6,6
47.669414,-122.2896482,71,59,0,0,5,0,0,2,5
47.6694139,-122.2885363,83,67,0,0,10,0,0,2,4
47.6675923,-122.2859955,36,29,0,0,7,0,0,0,0
47.667784,-122.2853178,52,39,0,0,9,0,0,1,3
47.6676049,-122.2898142,38,36,0,0,0,0,0,1,1
47.6675812,-122.2892581,46,39,0,0,0,0,0,1,6
47.6675981,-122.2887028,29,24,0,0,4,0,0,0,1
47.667601,-122.2881468,44,44,0,0,0,0,0,0,0
47.6676174,-122.2876221,45,38,1,0,0,0,0,0,6
47.6675738,-122.2870666,30,25,0,0,3,0,1,0,1
47.6676051,-122.2865576,35,32,1,0,0,0,0,0,2
47.6748816,-122.2907089,82,61,1,0,5,3,3,4,5
47.6748848,-122.2916793,78,59,0,0,5,0,0,12,2
47.6748817,-122.2937905,52,49,0,0,3,0,0,0,0
47.6748795,-122.2948455,76,66,0,0,5,0,0,0,5
47.6748742,-122.2959016,69,62,0,0,2,0,0,5,0
47.6730601,-122.2958949,66,53,0,0,7,0,2,2,2
47.6730605,-122.2948394,69,63,0,0,2,0,0,4,0
47.6730616,-122.2937837,60,49,5,1,3,0,0,0,2
47.6730622,-122.2927283,72,58,1,0,6,0,0,7,0
47.6730619,-122.2919412,27,20,0,0,1,0,3,3,0
47.6730641,-122.2914137,33,17,0,0,7,0,1,5,3
47.6730614,-122.2906956,59,52,2,0,1,0,1,0,3
47.6712328,-122.291104,40,38,0,0,1,0,0,1,0
47.6712288,-122.2929055,33,33,0,0,0,0,0,0,0
47.6712399,-122.2935102,41,38,0,0,1,0,0,0,2
47.6712358,-122.2944562,73,73,0,0,0,0,0,0,0
47.6703408,-122.2956392,161,134,0,0,9,0,0,6,12
47.6694206,-122.294459,75,65,0,0,3,0,0,5,2
47.6694233,-122.2935232,42,36,0,0,6,0,0,0,0
47.6694125,-122.2929185,42,32,2,0,3,0,0,5,0
47.669417,-122.2920395,60,47,0,0,8,0,0,2,3
47.6694106,-122.2911,40,37,0,0,1,0,0,2,0
47.6694153,-122.2904848,28,16,0,0,11,0,0,0,1
47.671227,-122.2905002,27,18,3,0,0,0,0,0,6
47.6681891,-122.2970773,81,65,3,0,6,0,1,1,5
47.6682585,-122.2990364,5,4,1,0,0,0,0,0,0
47.6682537,-122.3000927,29,7,6,1,2,0,0,4,9
47.667161,-122.3000885,26,19,0,0,2,0,0,3,2
47.6671845,-122.299028,78,53,1,0,16,0,0,4,4
47.6674868,-122.2970678,74,56,1,0,10,0,1,3,3
47.665732,-122.2973338,121,78,2,0,35,0,0,5,1
47.6659365,-122.2961132,34,25,1,0,4,0,0,4,0
47.6666685,-122.297556,42,31,0,0,4,0,0,3,4
47.666732,-122.2961944,33,25,0,0,5,0,0,3,0
47.6650946,-122.2986449,696,375,20,1,205,1,3,47,44
47.6748723,-122.2969568,81,71,2,2,4,0,0,2,0
47.674871,-122.2980116,63,55,0,0,0,0,0,4,4
47.6748692,-122.2990665,89,70,3,0,7,0,0,7,2
47.6739602,-122.3001189,178,124,2,2,16,0,0,8,26
47.6710671,-122.3001066,93,69,1,1,6,0,0,12,4
47.671067,-122.2990515,79,70,2,0,2,0,0,3,2
47.6730565,-122.2990604,88,74,0,0,10,0,0,3,1
47.6730575,-122.2980054,67,62,0,0,4,0,0,0,1
47.6730589,-122.2969504,59,56,0,0,1,0,0,0,2
47.670389,-122.2967679,147,123,4,0,9,0,0,7,4
47.6702827,-122.2979144,123,96,0,0,11,0,0,7,9
47.6692537,-122.2990414,52,45,0,0,0,0,0,3,4
47.6692545,-122.3000964,89,69,3,0,10,0,0,3,4
47.6748361,-122.3012646,157,139,3,0,5,0,0,1,9
47.67528,-122.3023717,37,31,0,0,1,0,1,2,2
47.67528,-122.3032779,44,35,0,0,5,0,0,2,2
47.6752809,-122.3041183,10,7,0,0,1,0,2,0,0
47.6752815,-122.3049463,43,39,0,0,3,0,0,0,1
47.6752824,-122.3059968,39,30,0,0,5,0,0,3,1
47.6737082,-122.3059941,85,75,0,0,6,0,1,2,1
47.6740822,-122.3049439,60,53,1,0,1,0,0,2,3
47.6740821,-122.3041159,37,33,0,0,0,0,0,0,4
47.6739969,-122.3031302,63,48,0,0,5,0,0,10,0
47.6736274,-122.3022176,19,19,0,0,0,0,0,0,0
47.6729637,-122.3011765,65,44,0,0,17,0,0,1,3
47.6706015,-122.3036063,4,2,0,0,0,0,0,1,1
47.6703385,-122.3058445,81,75,0,3,3,0,0,0,0
47.6690569,-122.3047077,29,23,0,0,1,0,0,2,3
47.6730175,-122.3046374,33,26,0,0,0,0,2,1,4
47.6725357,-122.3026255,42,37,1,0,1,0,0,3,0
47.6708889,-122.30121,110,100,0,0,4,0,1,4,1
47.6683467,-122.3046742,53,42,0,0,8,0,0,1,2
47.6686244,-122.3059656,65,53,2,0,5,0,0,3,2
47.6697549,-122.3048875,28,26,1,0,1,0,0,0,0
47.667173,-122.3038829,143,87,3,0,19,1,1,5,27
47.6671999,-122.3049567,167,118,1,0,17,0,0,8,23
47.6672273,-122.3060014,107,89,1,0,4,0,0,6,7
47.6656834,-122.3060242,102,75,1,0,11,1,0,6,8
47.6656754,-122.3050101,76,58,1,1,9,1,0,3,3
47.6656529,-122.303946,171,88,10,0,59,0,0,7,7
47.6639373,-122.304811,315,198,7,0,81,0,1,14,14
47.6639741,-122.3059981,260,197,3,1,28,0,0,16,15
47.6621596,-122.3059958,422,293,9,0,62,1,1,22,34
47.6622506,-122.3050101,223,184,3,1,17,1,0,11,6
47.6682031,-122.3016028,61,38,5,0,13,0,0,5,0
47.6675046,-122.3028859,67,57,0,0,7,0,0,0,3
47.6676727,-122.3022139,35,14,0,0,13,0,0,1,7
47.6671882,-122.3012053,263,201,4,0,49,2,0,2,5
47.6664288,-122.3026757,190,106,20,0,37,0,2,11,14
47.6663375,-122.3016481,12,9,0,0,3,0,0,0,0
47.6643845,-122.3030869,52,23,0,0,26,0,0,2,1
47.6644866,-122.3018889,279,138,3,0,116,0,4,7,11
47.6639943,-122.3037281,178,124,5,0,27,1,0,9,12
47.6619939,-122.3035746,395,286,6,1,53,2,0,30,17
47.6752994,-122.3070861,37,29,0,0,3,0,0,0,5
47.6752942,-122.3081794,51,48,0,0,3,0,0,0,0
47.6752834,-122.3092434,43,30,4,0,2,0,4,0,3
47.675265,-122.3103201,51,43,0,0,2,0,0,1,5
47.6752697,-122.3113901,37,29,0,0,8,0,0,0,0
47.6743484,-122.3108346,63,51,0,0,4,0,1,1,6
47.6736337,-122.3081383,91,81,0,0,4,0,0,2,4
47.6744573,-122.3083721,32,31,0,0,1,0,0,0,0
47.6742223,-122.3070454,43,38,2,0,1,0,0,0,2
47.6718201,-122.3102375,37,36,0,0,0,0,1,0,0
47.6713318,-122.3085919,24,17,0,0,2,0,0,3,2
47.6720315,-122.3112528,41,35,0,0,0,0,0,3,3
47.6689926,-122.3101793,45,34,2,2,2,0,0,4,1
47.669803,-122.3102492,25,23,0,0,1,0,0,0,1
47.6708504,-122.3101861,46,45,0,0,1,0,0,0,0
47.6711497,-122.3113094,52,43,0,0,7,0,0,1,1
47.6700069,-122.3113603,121,84,1,0,27,2,0,4,3
47.6689853,-122.3113204,111,74,5,0,19,0,0,9,4
47.6706926,-122.3091187,41,39,0,0,2,0,0,0,0
47.670281,-122.3072975,85,76,0,0,4,0,0,2,3
47.6698548,-122.308603,53,43,0,0,6,0,0,3,1
47.6689991,-122.3080261,124,103,3,0,9,0,0,6,3
47.6752012,-122.3125534,69,39,15,1,6,0,1,4,3
47.6750535,-122.3137593,64,56,0,0,4,0,0,3,1
47.6753925,-122.315005,9,9,0,0,0,0,0,0,0
47.6753992,-122.3165148,1,0,0,0,0,0,0,1,0
47.6745665,-122.316512,17,12,0,0,2,0,0,2,1
47.6745662,-122.3150005,26,26,0,0,0,0,0,0,0
47.6737432,-122.3149975,49,36,0,0,11,0,1,0,1
47.674059,-122.313137,80,68,2,0,4,0,0,3,3
47.6727992,-122.3149285,47,35,0,0,4,0,0,0,8
47.6729509,-122.3164532,40,39,0,0,0,0,0,0,1
47.6737438,-122.3165118,18,17,0,0,1,0,0,0,0
47.6723261,-122.316507,38,31,0,0,2,0,0,1,4
47.6719853,-122.3149169,49,41,1,0,2,0,0,3,2
47.6706841,-122.316813,148,100,4,0,22,0,0,11,11
47.6704976,-122.3157303,130,94,1,0,13,0,4,8,10
47.6703392,-122.3146789,104,80,1,0,8,0,0,8,7
47.6702799,-122.3136135,92,73,2,0,9,0,1,3,4
47.6715034,-122.3122873,54,48,0,0,1,0,0,2,3
47.668979,-122.3135895,82,59,1,1,8,0,1,10,2
47.6689881,-122.3146712,49,38,2,0,1,0,0,6,2
47.6689977,-122.3157388,43,35,0,1,7,0,0,0,0
47.6689998,-122.3168258,25,25,0,0,0,0,0,0,0
47.6689792,-122.3124539,100,72,0,0,19,0,0,6,3
47.6701495,-122.3124794,299,192,9,2,45,0,0,22,29
47.6674586,-122.3068226,69,55,0,0,9,0,0,2,3
47.6674649,-122.30772,167,137,2,0,10,0,0,11,7
47.6674699,-122.3088619,180,125,7,1,21,2,3,14,7
47.6674755,-122.3101985,130,101,4,1,15,0,0,4,5
47.6674738,-122.3113307,293,210,12,0,32,0,2,23,14
47.6656546,-122.3113597,209,163,1,2,19,0,3,11,10
47.6656468,-122.3102268,164,136,3,0,15,1,0,6,3
47.6656369,-122.3088912,185,133,5,0,29,0,3,6,9
47.665629,-122.307749,136,101,3,0,22,0,1,8,1
47.6656228,-122.3068415,76,56,2,0,13,0,0,3,2
47.6674737,-122.3124678,378,237,14,3,63,0,0,30,31
47.6674787,-122.313604,246,143,10,1,58,0,0,15,19
47.6674933,-122.3146905,182,132,3,2,20,0,1,12,12
47.667503,-122.3157545,191,138,2,0,34,0,2,8,7
47.6675049,-122.3168401,156,109,10,1,17,0,0,10,9
47.6656844,-122.3168607,50,39,1,0,8,0,0,2,0
47.6656812,-122.3157771,160,99,6,1,32,0,0,15,7
47.6656777,-122.3147146,215,124,6,1,58,1,0,12,13
47.6656622,-122.3124963,187,99,9,0,44,0,1,16,18
47.6718453,-122.3187652,129,108,0,0,10,0,0,5,6
47.670349,-122.3208501,100,83,1,0,5,0,0,3,8
47.6678538,-122.3200935,57,57,0,0,0,0,0,0,0
47.6689471,-122.3187346,89,61,1,0,19,0,0,5,3
47.6696872,-122.3187351,76,66,0,0,3,0,0,2,5
47.6704127,-122.318731,80,71,0,0,4,0,0,4,1
47.6711237,-122.3187307,74,64,4,0,6,0,0,0,0
47.6678514,-122.3189656,80,60,2,1,1,0,0,7,9
47.6678436,-122.3178907,59,47,2,1,3,0,0,3,3
47.6660236,-122.3179108,28,21,0,0,2,0,0,4,1
47.666032,-122.3189817,73,56,1,0,7,1,1,3,4
47.6660373,-122.3201172,181,126,4,2,27,1,0,10,11
47.6674173,-122.3210542,47,28,0,3,9,0,0,6,1
47.6660808,-122.3213736,5,1,0,1,0,0,0,2,1
47.6718943,-122.3241651,71,65,1,0,3,1,0,0,1
47.6719141,-122.3268637,65,54,0,0,4,0,0,2,5
47.671201,-122.3268785,79,68,1,3,1,0,0,4,2
47.6711821,-122.3241778,71,65,0,0,3,0,0,2,1
47.6704558,-122.3241849,71,71,0,0,0,0,0,0,0
47.670475,-122.3268897,75,66,3,0,2,0,0,1,3
47.66973,-122.3269015,78,61,0,0,4,1,0,7,5
47.6697103,-122.3241938,89,73,0,0,5,0,2,5,4
47.6689756,-122.3242023,65,57,3,0,0,0,0,1,4
47.6689952,-122.3269129,58,52,0,0,0,0,0,5,1
47.668265,-122.3269179,18,15,0,0,2,0,0,0,1
47.6682462,-122.3242065,69,59,0,0,4,0,0,4,2
47.6653411,-122.3242366,129,99,0,0,18,1,0,4,7
47.6653595,-122.3269454,71,62,1,0,2,0,0,2,4
47.6660925,-122.3269925,97,83,0,0,7,0,0,3,4
47.6667993,-122.3270396,90,81,0,0,1,0,0,8,0
47.6675577,-122.3273429,128,113,0,0,4,1,1,1,8
47.6660656,-122.3242272,81,63,0,0,6,0,0,9,3
47.6667891,-122.3242198,94,80,1,1,5,0,0,4,3
47.6675131,-122.324211,92,77,1,1,2,0,0,4,7
47.6671217,-122.3287369,7,7,0,0,0,0,0,0,0
47.6738738,-122.3347099,43,34,2,1,1,0,0,5,0
47.6726159,-122.3362572,54,53,0,0,0,0,0,1,0
47.6746556,-122.3338886,12,8,0,0,4,0,0,0,0
47.6710762,-122.3391869,27,24,2,0,0,0,0,1,0
47.6711101,-122.3380648,65,57,1,0,4,0,2,0,1
47.6660933,-122.3392832,46,37,0,0,5,0,0,1,3
47.6667725,-122.3392941,44,34,1,0,7,0,0,0,2
47.6674719,-122.3392573,44,36,0,0,8,0,0,0,0
47.6682877,-122.3393273,36,28,0,0,4,0,1,0,3
47.669473,-122.3394981,82,67,0,1,7,0,1,4,2
47.6694416,-122.3385131,51,39,0,0,3,0,2,6,1
47.6697091,-122.3373225,93,85,0,1,2,1,0,1,3
47.6711194,-122.336796,7,7,0,0,0,0,0,0,0
47.671958,-122.335675,76,68,0,0,5,0,0,3,0
47.6731992,-122.3342133,46,42,0,0,4,0,0,0,0
47.6683135,-122.3374308,44,38,0,0,4,0,0,0,2
47.6675805,-122.337437,60,49,0,0,6,0,0,5,0
47.6668568,-122.3374423,64,57,0,1,0,0,0,3,3
47.6661333,-122.3374492,63,58,0,0,1,0,0,0,4
47.6654023,-122.3374555,66,53,1,0,6,0,0,2,4
47.6653819,-122.3393189,55,40,0,1,4,0,0,4,6
47.671933,-122.3295644,71,67,0,0,1,0,0,0,3
47.671969,-122.3315614,25,17,1,0,3,0,0,2,2
47.6719386,-122.3328649,33,28,0,0,5,0,0,0,0
47.6724326,-122.3338795,14,14,0,0,0,0,0,0,0
47.671201,-122.3338836,80,66,0,1,7,0,0,5,1
47.6710957,-122.3351847,32,28,0,0,1,0,0,3,0
47.6697677,-122.3354457,125,106,1,1,9,0,0,6,2
47.669286,-122.336061,40,38,0,0,1,0,0,0,1
47.6698397,-122.3343725,73,70,0,0,3,0,0,0,0
47.6695629,-122.3328923,54,50,0,0,3,0,0,1,0
47.6696604,-122.3314789,50,42,0,4,1,0,0,3,0
47.6708685,-122.3322225,55,51,1,0,0,0,0,1,2
47.671231,-122.3299823,108,85,1,0,9,0,0,5,8
47.6705052,-122.3297492,84,79,0,0,2,0,0,0,3
47.6697609,-122.3295097,69,53,1,0,0,0,5,3,7
47.6690265,-122.3292743,47,38,0,0,8,0,1,0,0
47.6684564,-122.3306389,73,53,5,0,2,0,0,11,2
47.6680924,-122.3318689,80,71,1,0,2,0,0,3,3
47.6682721,-122.333196,79,69,0,0,7,0,0,1,2
47.6683141,-122.3350269,76,65,0,1,4,0,0,4,2
47.6682973,-122.3290376,41,36,0,0,0,0,0,1,4
47.6669938,-122.32968,84,78,0,0,4,0,1,1,0
47.6666235,-122.330908,64,58,1,0,1,0,0,1,3
47.666829,-122.3327416,50,47,0,0,1,0,0,2,0
47.6675484,-122.3329662,48,38,5,0,2,0,0,0,3
47.6675798,-122.3350446,85,66,1,0,9,0,0,5,4
47.6668558,-122.3350499,83,63,0,0,5,0,0,6,9
47.666132,-122.3350568,99,71,2,0,9,0,4,7,6
47.6661114,-122.3325072,66,61,0,0,0,0,0,0,5
47.6653931,-122.3323641,94,76,3,0,7,0,0,2,6
47.6653847,-122.3295422,74,63,1,0,4,0,3,0,3
47.6659847,-122.329214,28,27,0,0,0,0,0,1,0
47.6654022,-122.3350633,89,79,2,0,0,0,0,5,3
47.6719844,-122.3673845,58,49,0,0,2,0,0,6,1
47.6719871,-122.3696759,47,44,0,1,1,0,0,0,1
47.671991,-122.3721194,72,58,3,0,3,0,0,0,8
47.6712616,-122.372122,72,64,1,0,1,0,0,4,2
47.6712582,-122.369676,47,45,0,0,1,0,0,0,1
47.671255,-122.3673862,62,50,1,0,0,0,0,9,2
47.6705255,-122.367388,59,52,0,0,2,0,0,1,4
47.6705288,-122.3696785,55,50,1,0,3,0,0,0,1
47.670531,-122.3721239,76,55,0,2,5,0,0,1,13
47.6698032,-122.3721257,95,74,1,5,8,0,0,5,2
47.6697993,-122.3696803,61,47,1,0,3,0,0,5,5
47.6697961,-122.3673905,59,59,0,0,0,0,0,0,0
47.6690432,-122.3673915,60,50,0,0,2,0,0,3,5
47.669047,-122.369683,52,47,0,0,1,0,0,1,3
47.6690493,-122.3721301,129,116,0,1,7,0,0,0,5
47.6682723,-122.372123,108,42,55,5,5,0,0,1,0
47.6682718,-122.3696845,42,31,1,0,5,0,0,0,5
47.6682765,-122.3674026,49,44,0,1,0,0,0,0,4
47.6675323,-122.3673955,88,69,2,0,3,0,2,7,5
47.6671533,-122.3696858,45,40,0,1,1,0,0,2,1
47.6675221,-122.3721279,10,10,0,0,0,0,0,0,0
47.6675249,-122.3749458,8,6,0,2,0,0,0,0,0
47.6675273,-122.3775511,125,110,5,0,5,0,0,0,5
47.6667987,-122.3775535,141,112,0,1,11,0,1,8,8
47.6667909,-122.3721323,20,17,0,0,0,0,0,1,2
47.6660696,-122.3775541,177,124,2,0,27,1,0,8,15
47.6660659,-122.3749544,34,10,0,0,0,0,0,0,24
47.6660569,-122.3717083,10,8,0,1,1,0,0,0,0
47.6660585,-122.3696873,82,66,0,0,4,0,1,3,8
47.6660555,-122.3673983,74,49,6,0,7,0,0,4,8
47.6667933,-122.3673886,119,96,2,1,5,0,0,1,14
